applicant_id,business_name,sector,vintage_months,gst_filing_regularity,gst_turnover_growth,gst_itc_mismatch_rate,upi_avg_daily_inflow,upi_inflow_volatility,upi_customer_concentration,aa_avg_balance,aa_bounce_rate,aa_existing_emi_ratio,bureau_thin_signal,default_12m
MSME1789,"Ghose, Palla and Balay",Manufacturing,31,0.356,0.309,0.157,21236.09,0.316,0.396,3531.94,0.049,0.47,0.227,0
MSME1790,Borah and Sons,Agri-trade,76,0.809,0.174,0.012,24574.0,0.285,0.542,30409.22,0.024,0.171,0.412,1
MSME1791,Bail-Palla,Wholesale Trade,63,0.627,0.181,0.203,9535.34,0.338,0.267,28448.72,0.145,0.382,0.553,1
MSME1792,Narula-Mangat,Agri-trade,33,0.484,0.055,0.164,22073.26,0.124,0.341,3257.14,0.112,0.288,0.497,0
MSME1793,"Deo, Bhattacharyya and Kara",Retail/Kirana,92,0.911,0.187,0.298,17011.69,0.522,0.254,74880.01,0.009,0.106,0.559,0
MSME1794,Bansal and Sons,Food & Beverage,74,0.895,0.018,0.336,28349.23,0.178,0.324,34879.94,0.198,0.536,0.685,0
MSME1795,Sinha Inc,Manufacturing,80,0.855,-0.053,0.028,500.0,0.436,0.545,4695.86,0.09,0.141,0.661,0
MSME1796,"Chaudhry, Lad and Modi",Manufacturing,80,0.406,-0.048,0.033,34541.26,0.22,0.25,63939.92,0.076,0.441,0.766,1
MSME1797,"Barad, Suresh and Bir",Manufacturing,39,0.513,0.228,0.407,25262.32,0.177,0.073,31109.7,0.147,0.313,0.187,0
MSME1798,Barad PLC,Auto components,54,0.696,0.226,0.07,7406.63,0.536,0.209,32944.77,0.214,0.276,0.228,0
MSME1799,Chauhan-Swaminathan,Services,64,0.689,-0.146,0.281,12619.23,0.405,0.056,74147.99,0.107,0.283,0.496,0
MSME1800,Kunda-Bhattacharyya,Wholesale Trade,14,0.692,0.136,0.165,21692.58,0.106,0.383,71711.85,0.039,0.549,0.339,0
MSME1801,"Batta, Bahl and Cheema",Food & Beverage,41,0.88,-0.063,0.146,21638.76,0.108,0.347,48230.72,0.045,0.232,0.403,0
MSME1802,Karnik-Venkatesh,Services,50,0.741,0.183,0.179,18141.99,0.414,0.148,76490.86,0.376,0.259,0.611,0
MSME1803,"Bose, Kamdar and Narula",Manufacturing,6,0.531,-0.017,0.177,14633.33,0.692,0.504,84964.51,0.074,0.117,0.874,1
MSME1804,"Walia, Palan and Arora",Retail/Kirana,84,0.844,0.106,0.153,13080.67,0.163,0.216,78871.24,0.052,0.048,0.772,0
MSME1805,Dar Ltd,Agri-trade,42,0.681,0.118,0.165,23352.94,0.162,0.071,69259.7,0.162,0.224,0.677,0
MSME1806,Virk-Sarkar,Manufacturing,55,0.741,-0.02,0.22,12282.5,0.038,0.144,38588.87,0.065,0.3,0.65,0
MSME1807,Barad Inc,Retail/Kirana,36,0.724,0.013,0.255,29518.56,0.374,0.024,8243.53,0.022,0.125,0.461,0
MSME1808,"Gopal, Rau and Randhawa",Agri-trade,50,0.721,0.087,0.159,38413.01,0.409,0.251,30553.69,0.449,0.619,0.724,0
MSME1809,Khatri-Char,Agri-trade,91,0.813,0.172,0.202,14894.22,0.266,0.227,34971.53,0.206,0.116,0.646,0
MSME1810,"Hari, Oak and Loke",Services,25,0.695,-0.029,0.039,14921.14,0.116,0.514,55247.15,0.351,0.181,0.793,0
MSME1811,Pillay-Varghese,Wholesale Trade,83,0.638,0.007,0.097,500.0,0.249,0.215,27649.96,0.091,0.214,0.544,0
MSME1812,Wali Inc,Food & Beverage,86,0.558,0.341,0.266,24634.5,0.297,0.308,31452.71,0.06,0.417,0.317,1
MSME1813,Dara-Wagle,Services,20,0.724,-0.132,0.132,10319.23,0.06,0.102,83567.8,0.085,0.093,0.587,0
MSME1814,Sankar LLC,Wholesale Trade,92,0.83,0.097,0.101,34140.42,0.382,0.469,62070.89,0.082,0.181,0.397,0
MSME1815,Bawa and Sons,Auto components,34,0.767,-0.021,0.081,1728.09,0.116,0.478,3985.17,0.012,0.096,0.668,1
MSME1816,Dayal Ltd,Auto components,44,0.647,0.22,0.186,500.0,0.582,0.676,44978.25,0.208,0.146,0.668,1
MSME1817,"Lala, Das and Sachar",Services,78,0.847,0.088,0.52,7055.4,0.396,0.224,17851.73,0.236,0.358,0.614,0
MSME1818,Pandey Inc,Agri-trade,44,0.517,0.021,0.034,500.0,0.194,0.27,8316.85,0.134,0.162,0.441,1
MSME1819,Borde-Sinha,Agri-trade,64,0.435,0.206,0.11,12244.63,0.276,0.277,52729.95,0.059,0.186,0.751,0
MSME1820,Bhattacharyya LLC,Auto components,89,0.401,-0.054,0.076,27817.55,0.188,0.112,37442.47,0.137,0.389,0.388,0
MSME1821,"Dewan, Varghese and Anand",Textiles,84,0.773,-0.176,0.14,17322.17,0.312,0.311,80690.63,0.453,0.605,0.534,1
MSME1822,Kaul-Lad,Manufacturing,22,0.633,-0.051,0.236,17874.46,0.221,0.331,25472.5,0.34,0.115,0.578,1
MSME1823,"Sachdev, Wable and Bumb",Retail/Kirana,47,0.668,0.098,0.07,26512.38,0.27,0.249,45105.01,0.05,0.125,0.336,0
MSME1824,"Deep, Kata and Solanki",Retail/Kirana,28,0.726,0.153,0.164,6269.7,0.31,0.139,54571.24,0.195,0.566,0.383,0
MSME1825,Roy-Mand,Textiles,65,0.961,0.252,0.092,2668.41,0.186,0.157,42650.84,0.296,0.091,0.12,1
MSME1826,Shankar-Mody,Services,40,0.641,-0.065,0.227,535.41,0.256,0.154,44246.44,0.308,0.356,0.362,0
MSME1827,Devan-Parmar,Retail/Kirana,51,0.849,-0.14,0.098,19144.66,0.159,0.189,82050.69,0.011,0.041,0.526,1
MSME1828,Ravi LLC,Textiles,73,0.485,0.057,0.207,500.0,0.456,0.405,74420.98,0.116,0.198,0.516,1
MSME1829,"Goda, Murty and Sani",Retail/Kirana,90,0.574,0.051,0.048,500.0,0.326,0.151,9167.68,0.098,0.396,0.414,0
MSME1830,"Rajagopal, Rege and Divan",Food & Beverage,71,0.72,0.092,0.089,19696.64,0.238,0.454,68862.94,0.056,0.054,0.429,0
MSME1831,"Kanda, Iyengar and Kanda",Retail/Kirana,28,0.633,-0.065,0.039,16136.52,0.287,0.254,33283.78,0.079,0.387,0.502,0
MSME1832,"Patla, Loke and Jaggi",Retail/Kirana,21,0.586,0.257,0.105,35726.71,0.056,0.389,51306.01,0.01,0.201,0.4,0
MSME1833,Vyas and Sons,Food & Beverage,24,0.773,-0.06,0.217,15222.98,0.368,0.192,32659.75,0.058,0.286,0.653,1
MSME1834,"Sarma, Srinivasan and Jain",Wholesale Trade,4,0.712,-0.035,0.194,19944.38,0.078,0.278,66677.12,0.414,0.133,0.616,0
MSME1835,Nagy-Bhardwaj,Services,9,0.703,0.252,0.441,11101.29,0.504,0.105,627.91,0.131,0.026,0.363,0
MSME1836,"Buch, Sangha and Shroff",Services,94,0.328,-0.031,0.599,29999.13,0.443,0.12,118983.41,0.066,0.229,0.825,1
MSME1837,Comar Inc,Manufacturing,37,0.727,0.228,0.318,4607.98,0.308,0.06,55814.96,0.11,0.097,0.673,0
MSME1838,Bala Inc,Auto components,58,0.205,0.07,0.274,18304.71,0.179,0.29,40225.57,0.01,0.469,0.118,1
MSME1839,Sanghvi Inc,Agri-trade,71,0.333,0.13,0.082,20882.83,0.255,0.589,125584.07,0.099,0.534,0.423,0
MSME1840,Kant-Sangha,Manufacturing,58,0.681,0.029,0.157,22822.82,0.354,0.078,23565.33,0.006,0.243,0.354,1
MSME1841,"Kant, Menon and Parikh",Food & Beverage,23,0.529,0.084,0.27,4841.99,0.178,0.329,61033.67,0.308,0.213,0.654,1
MSME1842,"Morar, Dewan and Bandi",Auto components,80,0.636,-0.042,0.313,34496.9,0.543,0.157,81287.04,0.391,0.352,0.224,1
MSME1843,De-Kata,Textiles,70,0.742,0.096,0.264,7153.85,0.509,0.472,61573.52,0.04,0.659,0.785,0
MSME1844,Sur-Vala,Textiles,22,0.29,0.172,0.384,500.0,0.339,0.275,83716.82,0.06,0.51,0.705,1
MSME1845,Shenoy Group,Textiles,26,0.424,0.123,0.215,12629.28,0.456,0.265,30204.61,0.016,0.482,0.378,0
MSME1846,Walia-Seth,Wholesale Trade,29,0.495,0.262,0.132,29045.13,0.501,0.089,34976.14,0.137,0.085,0.231,0
MSME1847,"Ratta, Karnik and Oommen",Services,32,0.504,0.016,0.154,500.0,0.334,0.28,4154.21,0.207,0.32,0.313,0
MSME1848,Grover-Choudhury,Agri-trade,57,0.82,0.345,0.098,27155.71,0.596,0.363,51919.08,0.173,0.3,0.503,0
MSME1849,Seth-Chawla,Textiles,68,0.93,0.228,0.097,21994.97,0.158,0.413,43805.02,0.021,0.061,0.598,0
MSME1850,Manne Group,Manufacturing,59,0.603,-0.026,0.317,26908.46,0.226,0.192,58479.96,0.17,0.423,0.271,0
MSME1851,"Gulati, Sibal and Cherian",Services,84,0.717,-0.014,0.365,20833.34,0.188,0.297,38149.86,0.275,0.184,0.851,0
MSME1852,"Majumdar, Mutti and Chatterjee",Textiles,18,0.473,-0.07,0.341,23655.36,0.099,0.284,0.0,0.134,0.178,0.795,0
MSME1853,"Solanki, Bhatt and Buch",Food & Beverage,18,0.622,-0.026,0.063,26080.31,0.401,0.146,46481.97,0.17,0.722,0.777,1
MSME1854,"Koshy, Dada and Munshi",Manufacturing,13,0.624,-0.074,0.187,29821.0,0.279,0.095,34483.05,0.104,0.22,0.426,0
MSME1855,"Bhagat, Palan and Sodhi",Textiles,27,0.728,0.086,0.395,26940.46,0.099,0.323,63009.83,0.118,0.33,0.662,0
MSME1856,"Banerjee, Shere and Chana",Agri-trade,44,0.789,0.005,0.04,14435.39,0.102,0.248,23823.78,0.102,0.396,0.259,0
MSME1857,Pall Inc,Retail/Kirana,8,0.789,-0.039,0.25,6169.71,0.302,0.618,42843.15,0.123,0.484,0.817,0
MSME1858,"Mutti, Nath and Thaker",Manufacturing,38,0.371,-0.02,0.224,15669.23,0.358,0.38,58291.57,0.174,0.041,0.357,0
MSME1859,Bahl Ltd,Auto components,74,0.662,0.09,0.198,21222.38,0.422,0.119,38363.03,0.084,0.123,0.628,1
MSME1860,Mistry Ltd,Manufacturing,43,0.836,0.105,0.142,28539.33,0.175,0.241,58893.38,0.116,0.13,0.688,0
MSME1861,"Kapur, Purohit and Chad",Food & Beverage,77,0.491,0.108,0.264,33654.07,0.462,0.119,20104.57,0.189,0.244,0.683,1
MSME1862,"Kale, Guha and Sehgal",Retail/Kirana,66,0.619,-0.053,0.116,29429.42,0.213,0.555,27360.7,0.118,0.198,0.725,0
MSME1863,Gill-Reddy,Textiles,78,0.688,-0.07,0.133,30395.73,0.271,0.223,0.0,0.235,0.753,0.526,1
MSME1864,"Khosla, Sridhar and Kamdar",Agri-trade,63,0.557,0.178,0.061,20231.85,0.135,0.166,49983.58,0.088,0.164,0.621,0
MSME1865,Tiwari-Barad,Auto components,66,0.634,0.059,0.099,31895.62,0.356,0.149,33815.46,0.043,0.074,0.61,0
MSME1866,"Bakshi, Chaudhry and Badal",Manufacturing,49,0.57,0.102,0.085,19882.95,0.499,0.221,125100.93,0.306,0.044,0.699,0
MSME1867,Tata Ltd,Agri-trade,13,0.691,-0.017,0.346,1356.1,0.197,0.273,34479.28,0.16,0.223,0.731,0
MSME1868,Barad-Bhalla,Manufacturing,58,0.956,0.101,0.154,2719.72,0.421,0.083,14461.99,0.007,0.352,0.43,0
MSME1869,"Sachdev, Dara and Viswanathan",Services,37,0.895,0.029,0.036,34936.02,0.334,0.184,18033.56,0.241,0.079,0.522,0
MSME1870,Mangat and Sons,Textiles,56,0.48,0.246,0.212,24883.29,0.28,0.143,47104.49,0.067,0.042,0.387,0
MSME1871,"Tandon, Parmer and Lad",Auto components,93,0.878,-0.082,0.251,18125.94,0.391,0.058,37752.26,0.444,0.288,0.736,1
MSME1872,Ravel-Sawhney,Textiles,73,0.48,0.309,0.141,20146.48,0.231,0.146,43885.57,0.089,0.356,0.254,1
MSME1873,Nagarajan PLC,Agri-trade,71,0.356,-0.137,0.155,12212.68,0.237,0.344,40689.18,0.095,0.052,0.505,1
MSME1874,Narula Inc,Wholesale Trade,20,0.557,0.122,0.143,11256.56,0.153,0.26,47073.12,0.068,0.394,0.63,1
MSME1875,"Pingle, Sachdeva and Sane",Retail/Kirana,43,0.78,0.069,0.194,27354.52,0.328,0.237,30555.86,0.459,0.113,0.823,1
MSME1876,"Salvi, Muni and Butala",Wholesale Trade,82,0.777,-0.102,0.157,27772.61,0.286,0.285,44517.48,0.066,0.314,0.282,0
MSME1877,"Loyal, Borde and Hans",Retail/Kirana,76,0.743,0.125,0.054,7137.87,0.201,0.236,81113.67,0.083,0.388,0.122,0
MSME1878,Mohan-Jaggi,Retail/Kirana,90,0.863,0.337,0.223,500.0,0.096,0.129,74333.41,0.081,0.344,0.405,0
MSME1879,Aurora LLC,Wholesale Trade,44,0.967,-0.175,0.271,14213.23,0.301,0.26,6401.08,0.271,0.16,0.457,0
MSME1880,Nath-Bail,Wholesale Trade,10,0.854,-0.001,0.192,31268.01,0.238,0.11,21277.96,0.151,0.425,0.44,0
MSME1881,Narang PLC,Wholesale Trade,23,0.897,-0.106,0.202,27088.1,0.532,0.116,30458.54,0.14,0.128,0.271,0
MSME1882,Oommen Ltd,Services,58,0.564,-0.188,0.108,26998.56,0.512,0.206,60580.9,0.318,0.262,0.825,0
MSME1883,"Patla, Mallick and Goyal",Agri-trade,26,0.867,0.058,0.115,2117.19,0.26,0.257,63783.67,0.172,0.272,0.339,1
MSME1884,"Lad, Kala and Mukhopadhyay",Manufacturing,9,0.854,0.062,0.356,8953.6,0.532,0.109,48596.37,0.227,0.14,0.306,1
MSME1885,Kala-Sen,Food & Beverage,27,0.863,-0.07,0.082,40122.89,0.485,0.098,52460.62,0.308,0.655,0.579,1
MSME1886,"Vora, Kunda and Bala",Auto components,58,0.951,0.19,0.116,23917.99,0.249,0.672,0.0,0.054,0.153,0.893,0
MSME1887,Bala-Deshpande,Manufacturing,93,0.752,0.282,0.307,500.0,0.209,0.205,38495.18,0.087,0.244,0.26,0
MSME1888,Natarajan Group,Manufacturing,85,0.817,0.054,0.035,20781.1,0.381,0.116,37906.5,0.152,0.061,0.273,0
MSME1889,Oza Ltd,Agri-trade,87,0.776,0.475,0.2,16805.92,0.214,0.561,0.0,0.486,0.453,0.671,0
MSME1890,Khatri-Chaudry,Agri-trade,33,0.912,-0.003,0.153,36646.39,0.468,0.262,57995.67,0.091,0.031,0.363,0
MSME1891,Din-Bala,Auto components,47,0.736,0.052,0.319,10010.22,0.237,0.369,27059.62,0.032,0.289,0.415,0
MSME1892,Rai Inc,Manufacturing,90,0.627,0.205,0.217,25280.79,0.349,0.06,54155.88,0.051,0.071,0.601,1
MSME1893,Goda-Dalal,Retail/Kirana,40,0.564,-0.181,0.135,19161.59,0.248,0.25,30091.26,0.315,0.578,0.396,0
MSME1894,Kapoor and Sons,Textiles,9,0.942,0.223,0.222,500.0,0.295,0.329,0.0,0.084,0.296,0.539,1
MSME1895,Pai Inc,Textiles,5,0.638,0.123,0.156,37510.02,0.555,0.529,5784.65,0.04,0.13,0.196,0
MSME1896,Magar Ltd,Services,13,0.254,-0.025,0.152,10979.58,0.347,0.195,58042.79,0.059,0.152,0.52,0
MSME1897,Raj-Handa,Food & Beverage,52,0.749,0.112,0.101,27503.92,0.441,0.083,43824.89,0.062,0.401,0.448,1
MSME1898,Ratti-Sha,Manufacturing,18,0.841,-0.058,0.364,18953.75,0.359,0.106,11747.33,0.08,0.271,0.62,0
MSME1899,Kala-Butala,Auto components,95,0.888,0.017,0.238,19573.66,0.287,0.356,85482.96,0.104,0.315,0.626,0
MSME1900,"Karpe, Kothari and Khatri",Manufacturing,65,0.956,-0.143,0.128,28883.98,0.288,0.123,37652.76,0.111,0.591,0.891,0
MSME1901,Dey and Sons,Retail/Kirana,56,0.621,0.141,0.217,18387.04,0.268,0.11,47302.8,0.05,0.437,0.456,1
MSME1902,Hayer-Suri,Auto components,11,0.701,-0.105,0.082,18079.89,0.27,0.172,78962.1,0.188,0.226,0.385,1
MSME1903,Sem-Patla,Auto components,28,0.81,0.286,0.279,500.0,0.203,0.312,24886.81,0.08,0.308,0.324,0
MSME1904,Shere and Sons,Food & Beverage,61,0.83,-0.063,0.117,25513.32,0.19,0.164,85958.93,0.11,0.093,0.349,0
MSME1905,"Dua, Yogi and Karnik",Auto components,46,0.527,0.189,0.36,6061.18,0.401,0.547,21776.48,0.265,0.085,0.902,0
MSME1906,Varghese-Hans,Auto components,6,0.774,0.065,0.264,12363.81,0.178,0.186,53659.2,0.112,0.077,0.565,0
MSME1907,Ramaswamy PLC,Services,5,0.793,0.185,0.171,6758.13,0.184,0.292,62377.97,0.046,0.199,0.298,1
MSME1908,Ben-Bhatia,Agri-trade,40,0.958,-0.128,0.343,20690.18,0.185,0.305,83872.04,0.123,0.179,0.48,0
MSME1909,Bali-Parmer,Food & Beverage,27,0.478,0.226,0.287,26644.07,0.223,0.233,87898.7,0.05,0.11,0.42,0
MSME1910,"Krishna, Agarwal and Chander",Auto components,25,0.572,-0.021,0.242,23359.73,0.649,0.304,80941.47,0.245,0.455,0.792,1
MSME1911,Ahluwalia Inc,Agri-trade,15,0.563,0.082,0.229,9852.53,0.351,0.255,30598.43,0.131,0.156,0.409,1
MSME1912,Zachariah-Raghavan,Manufacturing,30,0.416,-0.056,0.034,500.0,0.214,0.058,41534.45,0.085,0.192,0.42,0
MSME1913,"Mody, Dugar and Char",Food & Beverage,35,0.541,-0.278,0.042,14918.32,0.347,0.21,58925.9,0.001,0.125,0.671,0
MSME1914,"Korpal, Deol and Shere",Wholesale Trade,42,0.712,0.166,0.073,500.0,0.169,0.406,40973.46,0.081,0.115,0.572,0
MSME1915,Chahal-Salvi,Food & Beverage,6,0.817,0.009,0.145,500.0,0.339,0.151,71148.28,0.107,0.089,0.516,1
MSME1916,Sanghvi and Sons,Food & Beverage,25,0.827,0.174,0.283,7564.09,0.275,0.175,14795.71,0.031,0.027,0.691,0
MSME1917,Shere-Kadakia,Food & Beverage,64,0.953,0.074,0.432,1567.47,0.729,0.457,43517.32,0.241,0.311,0.573,0
MSME1918,Bhandari-Bobal,Textiles,71,0.741,0.153,0.118,11885.47,0.2,0.319,0.0,0.06,0.242,0.626,0
MSME1919,Ramesh LLC,Wholesale Trade,12,0.563,0.29,0.077,32188.96,0.17,0.295,19382.36,0.43,0.056,0.624,0
MSME1920,"Sekhon, Badami and Reddy",Textiles,94,0.559,0.249,0.092,24533.69,0.226,0.315,68873.72,0.031,0.231,0.21,0
MSME1921,Shetty-Ahluwalia,Textiles,15,0.649,0.158,0.065,27482.26,0.191,0.094,41799.55,0.176,0.338,0.112,0
MSME1922,"Gaba, Nagi and Sagar",Wholesale Trade,38,0.709,0.105,0.04,14272.78,0.478,0.034,63754.73,0.05,0.147,0.53,0
MSME1923,Mukherjee-Choudhury,Manufacturing,34,0.519,-0.029,0.092,5041.98,0.312,0.148,40259.56,0.142,0.174,0.296,0
MSME1924,Hans and Sons,Auto components,90,0.648,-0.104,0.284,44116.02,0.252,0.032,0.0,0.054,0.155,0.459,0
MSME1925,Magar-Doshi,Agri-trade,52,0.839,0.183,0.186,18309.09,0.515,0.304,63323.71,0.157,0.209,0.627,0
MSME1926,Bhalla LLC,Agri-trade,71,0.587,0.097,0.177,22676.58,0.401,0.2,37889.94,0.019,0.086,0.783,0
MSME1927,"Dora, Sidhu and Mannan",Textiles,32,0.894,0.364,0.151,31568.04,0.301,0.314,51188.56,0.185,0.284,0.638,0
MSME1928,"Batra, Varghese and Lal",Manufacturing,92,0.385,0.306,0.11,23074.15,0.504,0.149,106641.33,0.069,0.246,0.325,0
MSME1929,Sampath-Kuruvilla,Auto components,16,0.399,0.025,0.163,15130.2,0.328,0.177,16844.47,0.091,0.167,0.783,1
MSME1930,Mani-Deshpande,Retail/Kirana,60,0.808,0.112,0.218,955.12,0.284,0.029,37852.98,0.41,0.401,0.448,0
MSME1931,Kade and Sons,Wholesale Trade,28,0.854,0.065,0.029,37399.14,0.161,0.139,54740.63,0.193,0.128,0.437,0
MSME1932,"Kata, Vasa and Sibal",Auto components,85,0.834,0.168,0.162,18414.48,0.373,0.191,17864.98,0.036,0.257,0.48,0
MSME1933,"Bali, Sengupta and Sastry",Manufacturing,51,0.969,0.162,0.417,15755.02,0.587,0.143,50340.2,0.135,0.345,0.659,0
MSME1934,"More, Modi and Venkataraman",Agri-trade,65,0.552,0.06,0.066,500.0,0.165,0.25,56192.16,0.036,0.341,0.454,1
MSME1935,Rout-Patil,Retail/Kirana,28,0.624,0.345,0.047,500.0,0.205,0.06,56239.39,0.084,0.208,0.336,0
MSME1936,Uppal PLC,Retail/Kirana,76,0.974,-0.05,0.34,35800.91,0.185,0.025,84651.59,0.041,0.148,0.379,0
MSME1937,Prasad-Sethi,Food & Beverage,9,0.598,-0.31,0.047,41501.42,0.365,0.061,51792.98,0.081,0.2,0.163,0
MSME1938,Lala-Joshi,Manufacturing,65,0.251,0.143,0.116,500.0,0.267,0.15,21970.83,0.117,0.426,0.669,0
MSME1939,Manne-Badami,Services,37,0.548,-0.06,0.334,29626.41,0.349,0.479,27363.46,0.04,0.28,0.268,0
MSME1940,"Narayan, Dugar and Thakur",Food & Beverage,5,0.596,0.088,0.281,18304.17,0.575,0.217,23402.21,0.069,0.402,0.343,0
MSME1941,"Das, Kothari and Balakrishnan",Manufacturing,55,0.942,0.057,0.104,27934.73,0.398,0.416,69706.68,0.191,0.338,0.389,0
MSME1942,Swamy Inc,Auto components,20,0.632,0.072,0.117,5196.01,0.223,0.186,9401.91,0.015,0.292,0.416,1
MSME1943,Nagi-Anne,Agri-trade,22,0.935,0.172,0.108,23951.23,0.274,0.11,86009.85,0.034,0.144,0.263,0
MSME1944,Dhingra-Sabharwal,Manufacturing,41,0.613,0.112,0.198,3828.7,0.05,0.26,123420.8,0.179,0.126,0.41,0
MSME1945,"Tailor, Sabharwal and Sundaram",Food & Beverage,21,0.935,0.162,0.129,12355.12,0.134,0.353,44830.43,0.079,0.224,0.684,0
MSME1946,"Mammen, Apte and Rastogi",Manufacturing,23,0.823,0.223,0.157,18863.49,0.29,0.619,80875.27,0.061,0.077,0.455,1
MSME1947,Sule PLC,Agri-trade,87,0.764,0.13,0.279,2483.39,0.376,0.129,138317.76,0.061,0.394,0.593,0
MSME1948,Zachariah-Gara,Textiles,76,0.613,0.02,0.463,14034.26,0.235,0.097,0.0,0.112,0.108,0.54,0
MSME1949,"Munshi, Ganguly and Swaminathan",Agri-trade,32,0.601,0.284,0.183,16678.29,0.291,0.183,992.9,0.123,0.239,0.707,0
MSME1950,"Varughese, Mammen and Bahri",Textiles,8,0.892,0.11,0.105,14486.54,0.411,0.343,24341.5,0.04,0.321,0.657,0
MSME1951,Mane-Chanda,Auto components,12,0.734,-0.059,0.052,4661.6,0.259,0.21,94280.48,0.157,0.057,0.397,0
MSME1952,"Balasubramanian, Madan and Ganesh",Auto components,27,0.543,0.381,0.238,26574.85,0.475,0.368,23022.03,0.026,0.379,0.689,0
MSME1953,Prashad and Sons,Retail/Kirana,4,0.528,-0.021,0.291,18193.33,0.263,0.444,44691.37,0.137,0.102,0.502,0
MSME1954,Das Group,Services,27,0.561,0.161,0.118,2608.51,0.142,0.278,77988.51,0.032,0.531,0.392,1
MSME1955,Arora-Wagle,Agri-trade,45,0.64,0.067,0.035,16347.86,0.353,0.188,2871.54,0.157,0.145,0.091,1
MSME1956,"Mahal, Raman and Chhabra",Manufacturing,24,0.679,0.194,0.186,28708.96,0.205,0.365,27236.52,0.13,0.055,0.422,0
MSME1957,"Nayar, Bahl and Nayak",Auto components,8,0.855,-0.187,0.296,19376.38,0.257,0.466,43484.84,0.111,0.457,0.172,0
MSME1958,Gade-Gandhi,Wholesale Trade,56,0.585,0.215,0.241,11955.01,0.208,0.209,13151.84,0.108,0.427,0.685,0
MSME1959,Dara Group,Auto components,83,0.654,0.138,0.361,29732.04,0.239,0.413,20981.23,0.024,0.439,0.223,0
MSME1960,Sarma-Sarin,Wholesale Trade,72,0.63,0.169,0.105,23368.72,0.225,0.515,106542.88,0.247,0.239,0.505,0
MSME1961,"Varghese, Sekhon and Kashyap",Auto components,14,0.443,0.109,0.299,36134.79,0.45,0.096,14024.92,0.051,0.264,0.513,1
MSME1962,Kunda LLC,Food & Beverage,51,0.537,-0.039,0.276,5391.74,0.195,0.618,12711.97,0.167,0.069,0.783,1
MSME1963,D’Alia and Sons,Manufacturing,10,0.426,0.402,0.065,27619.87,0.446,0.315,30497.21,0.066,0.088,0.198,0
MSME1964,Upadhyay LLC,Auto components,10,0.882,0.067,0.109,8901.79,0.194,0.206,83364.01,0.021,0.559,0.413,1
MSME1965,"Bhattacharyya, Issac and Randhawa",Textiles,10,0.964,0.13,0.366,36021.18,0.286,0.366,7429.41,0.164,0.125,0.466,0
MSME1966,"Sani, Karpe and Kothari",Agri-trade,71,0.622,-0.184,0.081,18186.48,0.571,0.374,69944.46,0.005,0.181,0.551,1
MSME1967,Kar-Dugal,Agri-trade,23,0.505,0.037,0.085,31177.03,0.214,0.055,64759.33,0.132,0.327,0.22,0
MSME1968,"Suri, Nanda and Bhatia",Textiles,25,0.683,0.169,0.176,5769.54,0.171,0.446,85363.42,0.087,0.049,0.468,0
MSME1969,Mody Inc,Retail/Kirana,58,0.755,-0.048,0.29,19023.7,0.268,0.297,43402.63,0.131,0.407,0.564,0
MSME1970,Dalal Inc,Services,87,0.754,-0.043,0.068,32810.43,0.205,0.046,117643.66,0.026,0.206,0.518,0
MSME1971,"Raman, Wali and Gokhale",Food & Beverage,5,0.846,-0.003,0.11,9888.56,0.422,0.416,25824.68,0.037,0.456,0.3,1
MSME1972,Jha-Ratti,Manufacturing,91,0.758,-0.236,0.187,29644.81,0.215,0.262,48543.99,0.05,0.019,0.683,0
MSME1973,Rastogi and Sons,Auto components,12,0.788,0.111,0.174,20863.64,0.361,0.222,82098.53,0.079,0.167,0.339,1
MSME1974,Rege-Tella,Manufacturing,24,0.905,0.022,0.163,13632.09,0.58,0.097,88006.38,0.018,0.083,0.215,0
MSME1975,Nigam-Dugal,Manufacturing,56,0.479,-0.024,0.094,31369.31,0.428,0.456,67861.23,0.099,0.277,0.072,1
MSME1976,"Ratti, Dasgupta and Suresh",Retail/Kirana,30,0.53,0.006,0.31,24409.93,0.035,0.151,90014.01,0.024,0.385,0.465,0
MSME1977,"Narayanan, Choudhary and Borde",Agri-trade,26,0.958,0.168,0.281,29493.58,0.085,0.027,32428.8,0.063,0.275,0.595,1
MSME1978,Chand-Raja,Wholesale Trade,23,0.434,-0.04,0.396,38957.29,0.67,0.346,5419.07,0.048,0.148,0.509,1
MSME1979,Gopal-Basak,Auto components,49,0.779,-0.141,0.302,12365.15,0.144,0.758,14956.45,0.085,0.17,0.415,1
MSME1980,"Sangha, Nair and Arya",Manufacturing,91,0.331,0.069,0.221,24401.44,0.286,0.285,16409.09,0.025,0.192,0.353,0
MSME1981,"Kadakia, Merchant and Sinha",Manufacturing,84,0.511,-0.115,0.475,500.0,0.273,0.147,47796.76,0.045,0.063,0.771,0
MSME1982,Sem Ltd,Manufacturing,93,0.568,-0.093,0.128,32855.66,0.245,0.279,29846.29,0.175,0.453,0.433,1
MSME1983,Wadhwa-Dar,Wholesale Trade,86,0.648,0.171,0.467,28925.68,0.379,0.074,19500.17,0.079,0.208,0.517,1
MSME1984,Srivastava-Nath,Agri-trade,18,0.543,-0.021,0.233,15053.68,0.394,0.132,47464.3,0.063,0.141,0.319,1
MSME1985,Sachdev-Sengupta,Wholesale Trade,60,0.783,0.238,0.308,16637.39,0.479,0.104,16094.14,0.168,0.352,0.786,0
